url,output_dir
https://sangeethamshare.org/balaji/UPLOADS-001-200/002-Chengalpattu_Ranganathan-Vocal/,99e5c7ef-002-Chengalpattu_Ranganathan-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/003-N_Ramani-Flute/,b02f3ec9-003-N_Ramani-Flute
https://sangeethamshare.org/balaji/UPLOADS-001-200/004-Kunnakudi_M_Balamuralikrishna-Vocal/,2f226611-004-Kunnakudi_M_Balamuralikrishna-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/005-S_Rajam-Vocal/,5468680a-005-S_Rajam-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/007-Radha_Jayalakshmi-Vocal/,5a3473ef-007-Radha_Jayalakshmi-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/008-Mani_Krishnaswamy-Vocal/,81e9250b-008-Mani_Krishnaswamy-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/009-Charumathi_Ramachandran-Vocal/,f4d72109-009-Charumathi_Ramachandran-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/010-Radha_Jayalakshmi-Vocal/,ec7b1388-010-Radha_Jayalakshmi-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/011-Navarathri_Kritis/,7349ea2d-011-Navarathri_Kritis
https://sangeethamshare.org/balaji/UPLOADS-001-200/012-R_Suryaprakash-Vocal/,69c5f71-012-R_Suryaprakash-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/013-Vijayalakshmy_Subramaniam-Vocal/,275b7f84-013-Vijayalakshmy_Subramaniam-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/014-M_Balamuralikrisha-Vocal/,1c8389a3-014-M_Balamuralikrisha-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/017-Anuradha_Krishnamurthy-Vocal/,83906d0d-017-Anuradha_Krishnamurthy-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/018-MS_Gopalakrishnan-Violin/,c518e18f-018-MS_Gopalakrishnan-Violin
https://sangeethamshare.org/balaji/UPLOADS-001-200/020-Semmangudi_Srinivasa_Iyer-Vocal/,6861cf8b-020-Semmangudi_Srinivasa_Iyer-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/021-MS_Gopalakrishnan-Violin/,6bc82b63-021-MS_Gopalakrishnan-Violin
https://sangeethamshare.org/balaji/UPLOADS-001-200/022-S_Rajam-Vocal/,7dad00b8-022-S_Rajam-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/023-R_Vedavalli-Vocal/,d99ef42e-023-R_Vedavalli-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/024-S_Rajam-Vocal/,2e3c695c-024-S_Rajam-Vocal
https://sangeethamshare.org/balaji/UPLOADS-001-200/025-S_Rajam-Vocal/,8054f8cd-025-S_Rajam-Vocal
https://sangeethamshare.org/bhosu/Karukurichi/001-Karukurichi-P-Arunachalam,ebcbfc88-001-Karukurichi-P-Arunachalam
https://sangeethamshare.org/bhosu/Karukurichi/002-Karukurichi-P-Arunachalam,585fd14b-002-Karukurichi-P-Arunachalam
https://sangeethamshare.org/bhosu/Karukurichi/003-Karukurichi-P-Arunachalam,36d3ca0a-003-Karukurichi-P-Arunachalam
https://sangeethamshare.org/bhosu/Karukurichi/004-Karukurichi-P-Arunachalam,e4068c8c-004-Karukurichi-P-Arunachalam
https://sangeethamshare.org/bhosu/Karukurichi/005-Karukurichi-P-Arunachalam,8a8a97cd-005-Karukurichi-P-Arunachalam
https://sangeethamshare.org/bhosu/Karukurichi/010-Karukurichi-P-Arunachalam,84f21ad4-010-Karukurichi-P-Arunachalam
https://sangeethamshare.org/bhosu/Karukurichi/021-Karukurichi-P-Arunachalam-SSundaram-SVadivel,c79de7b0-021-Karukurichi-P-Arunachalam-SSundaram-SVadivel
https://sangeethamshare.org/bhosu/Karukurichi/025-Karukurichi_P_Arunachalam,4a910574-025-Karukurichi_P_Arunachalam
